院校代号,院校名,专业组号,再选科目要求(原文),subject_requirement,投档最低分,年份,首选(科类)
5505,玉林师范学院,06,化学,物理+化学,496,2025,物理
5505,玉林师范学院,07,化学和生物,物理+化学和生物,497,2025,物理
5505,玉林师范学院,08,生物,物理+生物,504,2025,物理
5507,北部湾大学,02,化学,物理+化学,499,2025,物理
5507,北部湾大学,03,化学,物理+化学,511,2025,物理
5507,北部湾大学,05,化学,物理+化学,514,2025,物理
5507,北部湾大学,06,化学,物理+化学,504,2025,物理
5508,广西医科大学,01,化学,物理+化学,553,2025,物理
5508,广西医科大学,02,化学,物理+化学,525,2025,物理
5510,桂林医科大学,02,化学,物理+化学,577,2025,物理
5510,桂林医科大学,03,化学,物理+化学,560,2025,物理
5510,桂林医科大学,04,化学,物理+化学,559,2025,物理
5510,桂林医科大学,05,化学,物理+化学,579,2025,物理
5510,桂林医科大学,06,化学,物理+化学,551,2025,物理
5510,桂林医科大学,07,化学,物理+化学,575,2025,物理
5511,广西师范大学,03,不限,物理,505,2025,物理
5511,广西师范大学,04,不限,物理,562,2025,物理
5511,广西师范大学,05,化学,物理+化学,526,2025,物理
5511,广西师范大学,06,地理,物理+地理,556,2025,物理
5512,桂林理工大学,03,不限,物理,520,2025,物理
5512,桂林理工大学,04,化学,物理+化学,522,2025,物理
5513,桂林电子科技大学,02,不限,物理,557,2025,物理
5513,桂林电子科技大学,04,化学,物理+化学,578,2025,物理
5517,右江民族医学院,02,不限,物理,506,2025,物理
5517,右江民族医学院,03,化学,物理+化学,516,2025,物理
5517,右江民族医学院,04,化学,物理+化学,561,2025,物理
5517,右江民族医学院,05,化学,物理+化学,557,2025,物理
5517,右江民族医学院,06,化学,物理+化学,548,2025,物理
5517,右江民族医学院,07,生物,物理+生物,552,2025,物理
5518,广西民族师范学院,02,化学,物理+化学,496,2025,物理
5519,贺州学院,02,不限,物理,509,2025,物理
5519,贺州学院,03,化学,物理+化学,499,2025,物理
5521,桂林航天工业学院,02,化学,物理+化学,562,2025,物理
5527,广西科技师范学院,02,不限,物理,505,2025,物理
5527,广西科技师范学院,03,化学,物理+化学,500,2025,物理
5531,广西科技大学,02,不限,物理,521,2025,物理
5531,广西科技大学,03,化学,物理+化学,510,2025,物理
5531,广西科技大学,05,化学和生物,物理+化学和生物,569,2025,物理
5532,广西民族大学,03,不限,物理,497,2025,物理
5532,广西民族大学,04,不限,物理,486,2025,物理
5532,广西民族大学,05,化学,物理+化学,516,2025,物理
5532,广西民族大学,06,化学和生物,物理+化学和生物,508,2025,物理
5544,河池学院,01,化学,物理+化学,493,2025,物理
5545,桂林师范学院,02,不限,物理,508,2025,物理
5561,梧州学院,02,不限,物理,506,2025,物理
5561,梧州学院,03,化学,物理+化学,499,2025,物理
5601,海南大学,08,不限,物理,595,2025,物理
5601,海南大学,09,化学,物理+化学,597,2025,物理
5601,海南大学,10,化学,物理+化学,605,2025,物理
5602,海南师范大学,05,不限,物理,528,2025,物理
5602,海南师范大学,06,不限,物理,521,2025,物理
5602,海南师范大学,07,化学,物理+化学,531,2025,物理
5602,海南师范大学,08,化学,物理+化学,553,2025,物理
5602,海南师范大学,09,化学和生物,物理+化学和生物,527,2025,物理
5603,海南医科大学,01,不限,物理,570,2025,物理
5603,海南医科大学,02,化学,物理+化学,557,2025,物理
5603,海南医科大学,03,化学,物理+化学,535,2025,物理
5603,海南医科大学,04,化学,物理+化学,537,2025,物理
5603,海南医科大学,06,化学,物理+化学,539,2025,物理
5603,海南医科大学,07,化学,物理+化学,557,2025,物理
5604,海南热带海洋学院,06,不限,物理,518,2025,物理
5604,海南热带海洋学院,07,化学,物理+化学,495,2025,物理
5619,琼台师范学院,05,化学,物理+化学,503,2025,物理
5621,海南比勒费尔德应用科学大学,01,不限,物理,463,2025,物理
5621,海南比勒费尔德应用科学大学,02,化学,物理+化学,473,2025,物理
5621,海南比勒费尔德应用科学大学,03,化学,物理+化学,464,2025,物理
6101,四川大学,03,不限,物理,635,2025,物理
6101,四川大学,04,不限,物理,635,2025,物理
6101,四川大学,05,化学,物理+化学,635,2025,物理
6101,四川大学,06,化学,物理+化学,647,2025,物理
6101,四川大学,07,化学,物理+化学,597,2025,物理
6101,四川大学,09,化学,物理+化学,655,2025,物理
6101,四川大学,10,化学,物理+化学,661,2025,物理
6102,西南交通大学,03,化学,物理+化学,618,2025,物理
6102,西南交通大学,04,化学,物理+化学,601,2025,物理
6102,西南交通大学,07,化学,物理+化学,614,2025,物理
6103,西南财经大学,03,不限,物理,613,2025,物理
6103,西南财经大学,05,化学,物理+化学,622,2025,物理
6104,电子科技大学,02,化学,物理+化学,650,2025,物理
6105,西南民族大学,02,不限,物理,545,2025,物理
6105,西南民族大学,03,化学,物理+化学,554,2025,物理
6106,成都理工大学,03,不限,物理,564,2025,物理
6106,成都理工大学,04,不限,物理,589,2025,物理
6106,成都理工大学,05,不限,物理,579,2025,物理
6106,成都理工大学,06,化学,物理+化学,567,2025,物理
6106,成都理工大学,07,化学,物理+化学,597,2025,物理
6106,成都理工大学,08,化学,物理+化学,587,2025,物理
6106,成都理工大学,10,化学,物理+化学,593,2025,物理
6106,成都理工大学,11,化学,物理+化学,598,2025,物理
6106,成都理工大学,12,化学,物理+化学,605,2025,物理
6107,成都信息工程大学,02,化学,物理+化学,584,2025,物理
6108,成都体育学院,03,不限,物理,539,2025,物理
6108,成都体育学院,04,不限,物理,567,2025,物理
6108,成都体育学院,05,化学,物理+化学,541,2025,物理
6110,西华大学,03,化学,物理+化学,536,2025,物理
6111,成都中医药大学,02,不限,物理,614,2025,物理
6111,成都中医药大学,03,不限,物理,591,2025,物理
6113,四川农业大学,01,不限,物理,590,2025,物理
6113,四川农业大学,02,化学,物理+化学,589,2025,物理
6114,成都大学,05,化学,物理+化学,562,2025,物理
6115,四川轻化工大学,02,化学,物理+化学,546,2025,物理
6116,成都医学院,01,化学,物理+化学,538,2025,物理
6117,西昌学院,02,化学,物理+化学,497,2025,物理
6117,西昌学院,03,化学,物理+化学,506,2025,物理
6118,内江师范学院,03,不限,物理,519,2025,物理
6118,内江师范学院,04,化学,物理+化学,526,2025,物理
6120,四川警察学院,02,不限,物理,560,2025,物理
6129,成都师范学院,03,不限,物理,532,2025,物理
6129,成都师范学院,04,化学,物理+化学,517,2025,物理
6129,成都师范学院,05,地理,物理+地理,550,2025,物理
6131,西南科技大学,02,不限,物理,540,2025,物理
6131,西南科技大学,03,化学,物理+化学,542,2025,物理
6135,四川工程职业技术大学,02,不限,物理,514,2025,物理
6140,四川师范大学,04,化学,物理+化学,549,2025,物理
6141,西南石油大学,02,化学,物理+化学,596,2025,物理
6142,西华师范大学,02,化学,物理+化学,530,2025,物理
6143,西南医科大学,01,化学,物理+化学,562,2025,物理
6143,西南医科大学,02,化学,物理+化学,560,2025,物理
6143,西南医科大学,03,化学,物理+化学,587,2025,物理
6143,西南医科大学,04,化学,物理+化学,588,2025,物理
6144,绵阳师范学院,02,化学,物理+化学,502,2025,物理
6144,绵阳师范学院,03,生物,物理+生物,531,2025,物理
6150,成都工业学院,01,化学,物理+化学,534,2025,物理
6151,乐山师范学院,02,化学,物理+化学,501,2025,物理
6151,乐山师范学院,03,化学和生物,物理+化学和生物,502,2025,物理
6161,川北医学院,02,化学,物理+化学,576,2025,物理
6161,川北医学院,03,化学,物理+化学,574,2025,物理
6161,川北医学院,04,化学,物理+化学,533,2025,物理
6161,川北医学院,05,化学,物理+化学,579,2025,物理
6181,宜宾学院,02,不限,物理,513,2025,物理
6181,宜宾学院,03,化学,物理+化学,506,2025,物理
6187,攀枝花学院,02,化学,物理+化学,516,2025,物理
6201,重庆大学,03,化学,物理+化学,650,2025,物理
6201,重庆大学,04,化学,物理+化学,638,2025,物理
6202,西南大学,04,不限,物理,600,2025,物理
6202,西南大学,05,不限,物理,591,2025,物理
6202,西南大学,06,化学,物理+化学,614,2025,物理
6202,西南大学,07,化学,物理+化学,609,2025,物理
6202,西南大学,08,化学,物理+化学,605,2025,物理
6202,西南大学,09,化学,物理+化学,597,2025,物理
6202,西南大学,10,化学和生物,物理+化学和生物,615,2025,物理
6202,西南大学,11,地理,物理+地理,612,2025,物理
6203,西南政法大学,06,不限,物理,600,2025,物理
6205,重庆医科大学,01,化学,物理+化学,608,2025,物理
6205,重庆医科大学,03,化学,物理+化学,570,2025,物理
6205,重庆医科大学,04,化学,物理+化学,557,2025,物理
6206,重庆工商大学,02,不限,物理,544,2025,物理
6206,重庆工商大学,03,化学,物理+化学,549,2025,物理
6207,重庆交通大学,03,不限,物理,547,2025,物理
6207,重庆交通大学,04,化学,物理+化学,547,2025,物理
6208,重庆理工大学,03,不限,物理,568,2025,物理
6208,重庆理工大学,04,化学,物理+化学,572,2025,物理
6208,重庆理工大学,05,化学,物理+化学,570,2025,物理
6209,重庆邮电大学,02,化学,物理+化学,601,2025,物理
6210,重庆师范大学,04,不限,物理,538,2025,物理
6210,重庆师范大学,05,化学,物理+化学,557,2025,物理
6210,重庆师范大学,06,化学,物理+化学,550,2025,物理
6210,重庆师范大学,07,地理,物理+地理,572,2025,物理
6211,四川美术学院,02,不限,物理,530,2025,物理
6211,四川美术学院,03,化学,物理+化学,590,2025,物理
6212,四川外国语大学,08,不限,物理,536,2025,物理
6212,四川外国语大学,09,不限,物理,556,2025,物理
6212,四川外国语大学,12,思想政治,物理+思想政治,540,2025,物理
6213,重庆三峡学院,02,不限,物理,518,2025,物理
6213,重庆三峡学院,03,化学,物理+化学,512,2025,物理
6214,长江师范学院,03,不限,物理,511,2025,物理
6214,长江师范学院,04,化学,物理+化学,506,2025,物理
6214,长江师范学院,05,化学,物理+化学,490,2025,物理
6214,长江师范学院,06,生物,物理+生物,524,2025,物理
6215,重庆文理学院,01,不限,物理,525,2025,物理
6215,重庆文理学院,02,化学,物理+化学,519,2025,物理
6221,重庆科技大学,02,不限,物理,545,2025,物理
6221,重庆科技大学,03,化学,物理+化学,542,2025,物理
6221,重庆科技大学,04,化学,物理+化学,541,2025,物理
6221,重庆科技大学,05,化学,物理+化学,542,2025,物理
6301,贵州大学,02,化学,物理+化学,605,2025,物理
6302,贵州中医药大学,03,不限,物理,574,2025,物理
6302,贵州中医药大学,04,化学,物理+化学,530,2025,物理
6302,贵州中医药大学,05,化学,物理+化学,525,2025,物理
6302,贵州中医药大学,07,化学,物理+化学,543,2025,物理
6302,贵州中医药大学,08,化学,物理+化学,520,2025,物理
6303,贵州医科大学,01,化学,物理+化学,585,2025,物理
6303,贵州医科大学,03,化学,物理+化学,594,2025,物理
6303,贵州医科大学,04,化学,物理+化学,582,2025,物理
6304,贵州财经大学,04,不限,物理,541,2025,物理
6304,贵州财经大学,05,不限,物理,546,2025,物理
6305,贵州民族大学,01,化学,物理+化学,504,2025,物理
6308,安顺学院,03,不限,物理,517,2025,物理
6308,安顺学院,04,化学,物理+化学,497,2025,物理
6308,安顺学院,05,地理,物理+地理,514,2025,物理
6309,贵阳学院,01,化学,物理+化学,499,2025,物理
6310,黔南民族师范学院,02,不限,物理,503,2025,物理
6310,黔南民族师范学院,03,化学,物理+化学,499,2025,物理
6314,遵义医科大学,01,化学,物理+化学,574,2025,物理
6314,遵义医科大学,02,化学,物理+化学,583,2025,物理
6315,贵州工程应用技术学院,03,不限,物理,506,2025,物理
6315,贵州工程应用技术学院,04,化学,物理+化学,496,2025,物理
6316,贵州商学院,03,不限,物理,506,2025,物理
6316,贵州商学院,05,化学,物理+化学,484,2025,物理
6319,贵州理工学院,01,不限,物理,505,2025,物理
6319,贵州理工学院,02,化学,物理+化学,504,2025,物理
6320,六盘水师范学院,02,化学,物理+化学,500,2025,物理
6323,贵州警察学院,02,不限,物理,545,2025,物理
6323,贵州警察学院,03,化学,物理+化学,530,2025,物理
6324,贵阳康养职业大学,02,不限,物理,509,2025,物理
6324,贵阳康养职业大学,03,不限,物理,510,2025,物理
6324,贵阳康养职业大学,04,化学,物理+化学,496,2025,物理
6401,云南大学,03,不限,物理,599,2025,物理
6401,云南大学,04,化学,物理+化学,601,2025,物理
6401,云南大学,06,化学和生物,物理+化学和生物,604,2025,物理
6402,云南师范大学,03,化学,物理+化学,514,2025,物理
6402,云南师范大学,04,化学,物理+化学,531,2025,物理
6402,云南师范大学,05,地理,物理+地理,552,2025,物理
6404,昆明理工大学,03,不限,物理,543,2025,物理
6404,昆明理工大学,04,化学,物理+化学,544,2025,物理
6404,昆明理工大学,06,化学和生物,物理+化学和生物,564,2025,物理
6405,云南农业大学,04,不限,物理,524,2025,物理
6405,云南农业大学,06,化学,物理+化学,526,2025,物理
6405,云南农业大学,08,化学,物理+化学,541,2025,物理
6406,昆明医科大学,01,化学,物理+化学,566,2025,物理
6407,玉溪师范学院,02,化学,物理+化学,499,2025,物理
6408,云南财经大学,02,不限,物理,524,2025,物理
6408,云南财经大学,03,化学,物理+化学,525,2025,物理
6409,楚雄师范学院,01,不限,物理,503,2025,物理
6409,楚雄师范学院,02,化学,物理+化学,494,2025,物理
6410,昆明学院,02,不限,物理,512,2025,物理
6410,昆明学院,03,化学,物理+化学,506,2025,物理
6410,昆明学院,04,化学和生物,物理+化学和生物,522,2025,物理
6411,大理大学,03,化学,物理+化学,527,2025,物理
6411,大理大学,04,化学,物理+化学,513,2025,物理
6411,大理大学,05,化学,物理+化学,532,2025,物理
6411,大理大学,06,化学,物理+化学,562,2025,物理
6413,红河学院,02,不限,物理,504,2025,物理
6413,红河学院,03,化学,物理+化学,498,2025,物理
6414,云南民族大学,03,化学,物理+化学,517,2025,物理
6415,西南林业大学,01,不限,物理,511,2025,物理
6415,西南林业大学,02,化学,物理+化学,519,2025,物理
6415,西南林业大学,04,生物,物理+生物,532,2025,物理
6417,曲靖师范学院,03,不限,物理,506,2025,物理
6417,曲靖师范学院,04,化学,物理+化学,498,2025,物理
6417,曲靖师范学院,05,地理,物理+地理,511,2025,物理
6420,文山学院,02,地理,物理+地理,507,2025,物理
6501,西藏大学,02,不限,物理,560,2025,物理
6501,西藏大学,03,化学,物理+化学,555,2025,物理
6501,西藏大学,04,化学和生物,物理+化学和生物,583,2025,物理
7101,西北大学,03,不限,物理,602,2025,物理
7101,西北大学,04,化学,物理+化学,603,2025,物理
7101,西北大学,05,化学,物理+化学,613,2025,物理
7101,西北大学,08,地理,物理+地理,604,2025,物理
7102,西北工业大学,03,化学,物理+化学,650,2025,物理
7103,陕西师范大学,03,不限,物理,604,2025,物理
7103,陕西师范大学,04,化学,物理+化学,599,2025,物理
7103,陕西师范大学,06,生物,物理+生物,603,2025,物理
7103,陕西师范大学,07,地理,物理+地理,610,2025,物理
7104,西安交通大学,02,不限,物理,648,2025,物理
7104,西安交通大学,03,化学,物理+化学,653,2025,物理
7104,西安交通大学,07,化学,物理+化学,651,2025,物理
7105,西安电子科技大学,01,不限,物理,629,2025,物理
7105,西安电子科技大学,03,化学,物理+化学,642,2025,物理
7107,长安大学,03,不限,物理,596,2025,物理
7107,长安大学,04,化学,物理+化学,604,2025,物理
7108,西安建筑科技大学,01,不限,物理,552,2025,物理
7108,西安建筑科技大学,03,化学,物理+化学,551,2025,物理
7109,西北政法大学,02,不限,物理,614,2025,物理
7110,西安工程大学,04,不限,物理,536,2025,物理
7110,西安工程大学,05,化学,物理+化学,532,2025,物理
7110,西安工程大学,06,化学,物理+化学,559,2025,物理
7110,西安工程大学,07,化学,物理+化学,534,2025,物理
7110,西安工程大学,08,化学,物理+化学,561,2025,物理
7110,西安工程大学,09,化学,物理+化学,570,2025,物理
7110,西安工程大学,10,化学,物理+化学,549,2025,物理
7111,西安财经大学,03,不限,物理,581,2025,物理
7111,西安财经大学,04,化学,物理+化学,562,2025,物理
7112,西安理工大学,01,不限,物理,574,2025,物理
7112,西安理工大学,02,化学,物理+化学,576,2025,物理
7113,西安石油大学,02,化学,物理+化学,550,2025,物理
7113,西安石油大学,03,化学,物理+化学,551,2025,物理
7113,西安石油大学,04,化学,物理+化学,559,2025,物理
7114,西安医学院,03,化学,物理+化学,514,2025,物理
7114,西安医学院,04,化学,物理+化学,544,2025,物理
7114,西安医学院,05,化学和生物,物理+化学和生物,572,2025,物理
7114,西安医学院,06,生物,物理+生物,537,2025,物理
7115,西安工业大学,02,不限,物理,575,2025,物理
7115,西安工业大学,03,化学,物理+化学,574,2025,物理
7116,西安邮电大学,02,不限,物理,591,2025,物理
7116,西安邮电大学,04,化学,物理+化学,597,2025,物理
7117,西安外国语大学,04,不限,物理,544,2025,物理
7117,西安外国语大学,05,化学,物理+化学,564,2025,物理
7118,西安科技大学,01,不限,物理,562,2025,物理
7118,西安科技大学,02,化学,物理+化学,555,2025,物理
7118,西安科技大学,03,地理,物理+地理,575,2025,物理
7122,西安文理学院,03,化学,物理+化学,504,2025,物理
7131,西安航空学院,01,化学,物理+化学,506,2025,物理
7131,西安航空学院,02,化学,物理+化学,527,2025,物理
7138,陕西中医药大学,01,不限,物理,581,2025,物理
7138,陕西中医药大学,02,化学,物理+化学,546,2025,物理
7140,渭南师范学院,03,不限,物理,500,2025,物理
7140,渭南师范学院,04,化学,物理+化学,503,2025,物理
7141,西北农林科技大学,02,不限,物理,612,2025,物理
7141,西北农林科技大学,03,不限,物理,618,2025,物理
7141,西北农林科技大学,04,化学,物理+化学,608,2025,物理
7141,西北农林科技大学,05,化学,物理+化学,611,2025,物理
7141,西北农林科技大学,09,化学和生物,物理+化学和生物,625,2025,物理
7141,西北农林科技大学,10,生物,物理+生物,614,2025,物理
7141,西北农林科技大学,11,地理,物理+地理,618,2025,物理
7142,延安大学,03,不限,物理,520,2025,物理
7142,延安大学,04,化学,物理+化学,525,2025,物理
7150,陕西学前师范学院,03,不限,物理,501,2025,物理
7150,陕西学前师范学院,04,化学,物理+化学,501,2025,物理
7150,陕西学前师范学院,05,地理,物理+地理,507,2025,物理
7151,陕西科技大学,02,不限,物理,558,2025,物理
7151,陕西科技大学,03,化学,物理+化学,567,2025,物理
7151,陕西科技大学,04,化学,物理+化学,576,2025,物理
7151,陕西科技大学,05,化学,物理+化学,572,2025,物理
7151,陕西科技大学,06,化学,物理+化学,554,2025,物理
7151,陕西科技大学,07,化学,物理+化学,566,2025,物理
7151,陕西科技大学,08,化学,物理+化学,463,2025,物理
7151,陕西科技大学,09,化学,物理+化学,581,2025,物理
7151,陕西科技大学,10,化学,物理+化学,564,2025,物理
7162,宝鸡文理学院,02,化学,物理+化学,502,2025,物理
7165,咸阳师范学院,02,不限,物理,519,2025,物理
7166,商洛学院,02,化学,物理+化学,502,2025,物理
7167,陕西理工大学,04,不限,物理,531,2025,物理
7167,陕西理工大学,05,化学,物理+化学,525,2025,物理
7167,陕西理工大学,06,思想政治,物理+思想政治,539,2025,物理
7167,陕西理工大学,07,地理,物理+地理,547,2025,物理
7201,兰州大学,03,不限,物理,624,2025,物理
7201,兰州大学,04,化学,物理+化学,630,2025,物理
7202,兰州理工大学,02,不限,物理,532,2025,物理
7202,兰州理工大学,03,化学,物理+化学,515,2025,物理
7203,兰州财经大学,02,不限,物理,509,2025,物理
7203,兰州财经大学,03,化学,物理+化学,539,2025,物理
7204,兰州交通大学,02,不限,物理,544,2025,物理
7204,兰州交通大学,03,化学,物理+化学,556,2025,物理
7205,西北民族大学,06,不限,物理,522,2025,物理
7205,西北民族大学,07,不限,物理,498,2025,物理
7205,西北民族大学,08,化学,物理+化学,505,2025,物理
7206,甘肃农业大学,02,不限,物理,523,2025,物理
7207,甘肃政法大学,03,不限,物理,546,2025,物理
7207,甘肃政法大学,04,化学,物理+化学,546,2025,物理
7211,陇东学院,02,不限,物理,515,2025,物理
7211,陇东学院,03,化学,物理+化学,498,2025,物理
7214,西北师范大学,03,不限,物理,473,2025,物理
7214,西北师范大学,04,化学,物理+化学,532,2025,物理
7214,西北师范大学,05,地理,物理+地理,553,2025,物理
7216,天水师范大学,02,不限,物理,506,2025,物理
7216,天水师范大学,03,化学,物理+化学,504,2025,物理
7217,兰州工业学院,01,化学,物理+化学,502,2025,物理
7218,兰州城市学院,02,不限,物理,503,2025,物理
7219,兰州文理学院,02,化学,物理+化学,502,2025,物理
7220,甘肃医学院,01,化学,物理+化学,552,2025,物理
7220,甘肃医学院,02,化学,物理+化学,510,2025,物理
7222,兰州石化职业技术大学,03,化学,物理+化学,498,2025,物理
7223,兰州资源环境职业技术大学,01,不限,物理,517,2025,物理
7224,甘肃中医药大学,02,不限,物理,568,2025,物理
7224,甘肃中医药大学,03,不限,物理,590,2025,物理
7224,甘肃中医药大学,04,化学,物理+化学,539,2025,物理
7224,甘肃中医药大学,05,化学,物理+化学,523,2025,物理
7224,甘肃中医药大学,06,化学,物理+化学,529,2025,物理
7224,甘肃中医药大学,07,化学,物理+化学,541,2025,物理
7224,甘肃中医药大学,08,化学,物理+化学,539,2025,物理
7301,青海大学,01,化学,物理+化学,593,2025,物理
7301,青海大学,02,化学和生物,物理+化学和生物,598,2025,物理
7302,青海民族大学,04,化学,物理+化学,499,2025,物理
7302,青海民族大学,05,思想政治,物理+思想政治,508,2025,物理
7303,青海师范大学,02,不限,物理,525,2025,物理
7303,青海师范大学,03,化学,物理+化学,520,2025,物理
7304,青海职业技术大学,02,不限,物理,504,2025,物理
7305,青海理工学院,01,不限,物理,507,2025,物理
7305,青海理工学院,02,化学,物理+化学,497,2025,物理
7401,北方民族大学,03,不限,物理,517,2025,物理
7401,北方民族大学,04,化学,物理+化学,504,2025,物理
7402,宁夏大学,03,化学,物理+化学,583,2025,物理
7402,宁夏大学,04,化学,物理+化学,601,2025,物理
7402,宁夏大学,05,化学,物理+化学,600,2025,物理
7403,宁夏医科大学,01,化学,物理+化学,564,2025,物理
7403,宁夏医科大学,02,化学,物理+化学,542,2025,物理
7403,宁夏医科大学,03,化学,物理+化学,559,2025,物理
7403,宁夏医科大学,04,化学和生物,物理+化学和生物,540,2025,物理
7501,新疆大学,03,不限,物理,575,2025,物理
7501,新疆大学,04,化学,物理+化学,564,2025,物理
7501,新疆大学,05,地理,物理+地理,580,2025,物理
7502,新疆师范大学,05,不限,物理,500,2025,物理
7502,新疆师范大学,06,不限,物理,504,2025,物理
7502,新疆师范大学,07,化学,物理+化学,496,2025,物理
7502,新疆师范大学,08,思想政治,物理+思想政治,519,2025,物理
7502,新疆师范大学,09,地理,物理+地理,520,2025,物理
7503,新疆农业大学,04,不限,物理,505,2025,物理
7503,新疆农业大学,05,不限,物理,499,2025,物理
7503,新疆农业大学,06,不限,物理,501,2025,物理
7503,新疆农业大学,07,化学,物理+化学,496,2025,物理
7505,新疆财经大学,03,不限,物理,499,2025,物理
7505,新疆财经大学,04,化学,物理+化学,504,2025,物理
7505,新疆财经大学,05,思想政治,物理+思想政治,495,2025,物理
7507,昌吉学院,02,不限,物理,507,2025,物理
7507,昌吉学院,03,化学,物理+化学,488,2025,物理
7508,新疆艺术学院,02,不限,物理,493,2025,物理
7509,新疆工程学院,01,化学,物理+化学,493,2025,物理
7509,新疆工程学院,02,化学,物理+化学,492,2025,物理
7511,石河子大学,01,不限,物理,562,2025,物理
7511,石河子大学,02,化学,物理+化学,567,2025,物理
7511,石河子大学,03,化学,物理+化学,576,2025,物理
7512,新疆科技学院,03,不限,物理,498,2025,物理
7512,新疆科技学院,04,化学,物理+化学,488,2025,物理
7512,新疆科技学院,05,化学和生物,物理+化学和生物,483,2025,物理
7512,新疆科技学院,06,生物,物理+生物,510,2025,物理
7513,新疆理工学院,02,不限,物理,500,2025,物理
7513,新疆理工学院,03,不限,物理,500,2025,物理
7513,新疆理工学院,04,化学,物理+化学,486,2025,物理
7521,伊犁师范大学,04,不限,物理,498,2025,物理
7521,伊犁师范大学,05,化学,物理+化学,486,2025,物理
7521,伊犁师范大学,06,生物,物理+生物,506,2025,物理
7521,伊犁师范大学,07,地理,物理+地理,506,2025,物理
7523,新疆和田学院,04,不限,物理,497,2025,物理
7523,新疆和田学院,05,化学,物理+化学,484,2025,物理
7526,塔里木大学,02,化学,物理+化学,499,2025,物理
7527,新疆医科大学,01,不限,物理,562,2025,物理
7527,新疆医科大学,02,化学,物理+化学,538,2025,物理
7527,新疆医科大学,03,化学和生物,物理+化学和生物,533,2025,物理
7529,喀什大学,03,不限,物理,503,2025,物理
7529,喀什大学,04,化学,物理+化学,493,2025,物理
7529,喀什大学,05,思想政治,物理+思想政治,498,2025,物理
7531,新疆政法学院,03,不限,物理,503,2025,物理
7531,新疆政法学院,04,化学,物理+化学,493,2025,物理
7531,新疆政法学院,05,思想政治,物理+思想政治,501,2025,物理
8001,上海杉达学院,03,不限,物理,495,2025,物理
8001,上海杉达学院,04,化学,物理+化学,469,2025,物理
8002,上海建桥学院,03,不限,物理,495,2025,物理
8002,上海建桥学院,04,化学,物理+化学,469,2025,物理
8003,上海兴伟学院,02,不限,物理,466,2025,物理
8004,上海视觉艺术学院,02,不限,物理,524,2025,物理
8005,上海外国语大学贤达经济人文学院,02,不限,物理,480,2025,物理
8005,上海外国语大学贤达经济人文学院,03,不限,物理,476,2025,物理
8005,上海外国语大学贤达经济人文学院,04,化学,物理+化学,463,2025,物理
8006,上海师范大学天华学院,03,不限,物理,477,2025,物理
8006,上海师范大学天华学院,05,化学,物理+化学,463,2025,物理
8023,上海立达学院,03,不限,物理,472,2025,物理
8023,上海立达学院,04,化学,物理+化学,463,2025,物理
8029,上海中侨职业技术大学,03,不限,物理,488,2025,物理
8030,浙江万里学院,03,不限,物理,501,2025,物理
8030,浙江万里学院,04,不限,物理,511,2025,物理
8030,浙江万里学院,06,化学,物理+化学,499,2025,物理
8030,浙江万里学院,07,化学,物理+化学,497,2025,物理
8031,浙江树人学院,02,不限,物理,479,2025,物理
8031,浙江树人学院,03,化学,物理+化学,468,2025,物理
8032,浙江越秀外国语学院,02,不限,物理,471,2025,物理
8032,浙江越秀外国语学院,03,化学,物理+化学,470,2025,物理
8033,宁波财经学院,02,不限,物理,484,2025,物理
8033,宁波财经学院,03,化学,物理+化学,470,2025,物理
8036,浙江工业大学之江学院,02,不限,物理,495,2025,物理
8036,浙江工业大学之江学院,03,化学,物理+化学,481,2025,物理
8037,浙江师范大学行知学院,02,化学,物理+化学,481,2025,物理
8037,浙江师范大学行知学院,03,生物,物理+生物,510,2025,物理
8038,宁波大学科学技术学院,02,不限,物理,488,2025,物理
8038,宁波大学科学技术学院,03,化学,物理+化学,472,2025,物理
8039,杭州电子科技大学信息工程学院,01,不限,物理,532,2025,物理
8039,杭州电子科技大学信息工程学院,02,化学,物理+化学,496,2025,物理
8040,浙江理工大学科技与艺术学院,01,不限,物理,488,2025,物理
8040,浙江理工大学科技与艺术学院,02,化学,物理+化学,475,2025,物理
8042,浙江农林大学暨阳学院,02,不限,物理,495,2025,物理
8042,浙江农林大学暨阳学院,03,化学,物理+化学,471,2025,物理
8042,浙江农林大学暨阳学院,04,生物,物理+生物,487,2025,物理
8043,温州医科大学仁济学院,02,不限,物理,502,2025,物理
8048,浙江工商大学杭州商学院,02,不限,物理,490,2025,物理
8048,浙江工商大学杭州商学院,03,化学,物理+化学,490,2025,物理
8050,中国计量大学现代科技学院,01,不限,物理,539,2025,物理
8050,中国计量大学现代科技学院,02,化学,物理+化学,520,2025,物理
8051,浙江财经大学东方学院,02,不限,物理,486,2025,物理
8051,浙江财经大学东方学院,03,化学,物理+化学,485,2025,物理
8052,温州商学院,03,不限,物理,480,2025,物理
8052,温州商学院,04,化学,物理+化学,476,2025,物理
8054,上海财经大学浙江学院,02,不限,物理,493,2025,物理
8054,上海财经大学浙江学院,03,化学,物理+化学,492,2025,物理
8077,浙江广厦建设职业技术大学,01,不限,物理,492,2025,物理
8080,安徽三联学院,02,不限,物理,487,2025,物理
8080,安徽三联学院,03,化学,物理+化学,472,2025,物理
8081,安徽新华学院,02,不限,物理,482,2025,物理
8081,安徽新华学院,03,化学,物理+化学,466,2025,物理
